Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
75706642,"House of Pounding Hearts (The Kingdom of Crows, #2)",Olivia Wildenstein,"Wildenstein, Olivia",,"=""1948463741""","=""9781948463744""",3,4.16,Olivia Wildenstein,Paperback,444,2023,2023,2023/02/04,2023/02/03,,,read,"Fallon was annoyingly stubborn and idiotic for basically the first half of the book, then she got some growth. Not a lot really happened plot-wise, unlike book one. And even though something happened at the end, it felt like less of a cliffhanger and more like the ending for this book was unfinished. This definitely feels like a filler book. However, the relationship development was not abysmal, if not a bit rocky. Fallon’s ignorance/stubbornness in book one was funny, but here it’s just annoying – especially regarding the romantic relationship. But I am loving the worldbuilding, and I’m excited to see how the plot develops in the next book. 3 stars.",,,1,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.28,"Little, Brown Books for Young Readers",Hardcover,532,2017,2017,,2024/02/28,to-read,to-read (#741),to-read,,,,0,0
61371712,"Destroyer (The Shattered City, #1)",Meg Smitherman,"Smitherman, Meg",,"=""""","=""9798986522708""",0,3.86,Rose & Moth Books,Paperback,418,2022,,,2024/02/28,to-read,to-read (#740),to-read,,,,0,0
52694527,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,"Gwynne, John",,"=""0356514188""","=""9780356514185""",4,4.23,Orbit,Hardcover,480,2021,2021,2023/08/05,2022/11/28,,,read,"The world building is extremely intricate and interesting, the writing is really rich, and the characters are fun, but what took this book was the pacing. It took forever to get to the actual plot, and only tidbits were given in the first half of the book. The plot reveal at the end was rather predictable, but the road taken to get there was fun/interesting so I’m not inclined to dock as many stars as I would otherwise. I do like the reveal about one of the characters, and there were shocking things happening to characters that I didn’t expect (including deaths) so I did enjoy the fact that the author had the balls to do so. Still, if this book had sped the plot up a whole lot I would’ve fully enjoyed this. At times it was slow enough I didn’t have enough interest to keep picking up the book, but I knew it had to get good later on so I kept reading. It was worth it, but it makes me give this book a lower rating. 4 stars.",,,1,0
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",0,3.84,Voyager,Hardcover,373,2011,2011,,2024/02/27,to-read,to-read (#739),to-read,,,,0,0
58410355,"Nightbane (Lightlark, #2)",Alex Aster,"Aster, Alex",,"=""""","=""""",2,4.11,Abrams,Kindle Edition,384,2023,,2024/02/25,2023/10/19,,,read,"Dear GOD, what was this book?? I solidly enjoyed the first, but maybe I've been reading too many well-written high fantasy books because this was BAD!<br/><br/>There are just so many bad things to say about this book. The characters, the plot, the relationships... I barely even liked anything. First: the characters. I'm used to MCs in other New Adult genre books making kind of stupid decisions at times, but dear god, Isla just behaved like a child! She made so many idiotic and emotional decisions it was like she was a teenager, not a grown adult. She kept thinking that Grim is evil and 100% doing bad things... even though from her memory it's clear that he's not 100% evil? But, okay, sure, she's blinded by her emotions and wanting to do what's right or whatever... but then she runs off to seduce Grim even when it's clearly a bad, dangerous and stupid idea? And then she prioritizes what she wants over, like, everything, and basically does whatever she wants. Drove me nuts. And... she's not even interesting? Like, I don't know, anything not generic to the genre felt childish, which I'll talk about later (and actually, it's one of the good parts!). But that's just the MC. Now, to talk about side characters, I have to talk about the plot.<br/><br/>Basically, the plot covers like... 2.5 things? The first is that there's a rebel plot going on in the background trying to stop them... because why? We don't figure out why until like 70% in. It's a generic plotline and basically does nothing for most of the book. The second plot is the war Isla believes is going to happen against Grim. And when we see Isla trying to recruit side characters to join her side in the war... they're literally so one-note? They basically all agree with her and have the exact same opinion, except for maybe one character who turns out to be leading the rebels, anyway. Basically EVERY character is so one-note except for Grim and Isla. Leading from that, our third plot is then Isla recovering her memories from her time with Grim. And we can tell that THAT is the favorite plotline of our author because it's obviously the most developed.<br/><br/>The politics is barely there – which consists of generic squabbling until there is some personality, which is then shoved under the rug for more Grim and Isla development. Sure, the war plotline is basically supporting the Grisla (?) plotline, but it's on its last legs. Somebody feed it some broth or something, because it was made of straw for all it felt it was worth. If the war plot was at all there, it was pretty boring for its generic-ness because... I just didn't care? Either it was going to be how Isla said it was (Grim is leading the war against them) – in which case, generic and boring – or it won't be, which is also expected because we spend the entire book learning about the relationship between Grim and Isla (i.e., he's not actually evil is the alternate ending, which was expected).<br/><br/>Speaking of Grisla, throughout the first 50% of the book, I literally did NOT care about Grim. There has been no reason to care about him other than Isla being horny... perhaps he should've been developed as a legitimate love interest in the first book so I could care about him? Instead, the author spends like 60% of this book JUST developing Grisla! (I'm writing Grisla so it's easier to type, don't sue me for the name.) And the reason we can't have all her memories back in one go is SO contrived; the reason given is JUST ""well magic doesn't work that way"" and it's SO obvious it's only like that so half of the book can actually exist instead of putting effort into the war plot! I don't know, maybe it's not contrived, but when you spend half your book on literally just memory flashbacks... try harder.<br/><br/>But I'll be honest, Grisla did win me over... because it feels like romance is the only thing Aster can write moderately well. The scenes did have a decent slowburn... only because I suppose they weren't horny 100% of the time (maybe I'm just used to even worse slowburn...). However, I think I also cared about Grim because Isla's relationship with Oro WASN'T DEVELOPED AT ALL!!! Remember when I said characters were one-note???. Dear god, it was practically EASY to care about Grim because Oro's personality consisted of <i>*wet dog eyes* Isla... I wuv you... don’t do bad things.... also I want to have sex with you but we can't... *sobs into his crown or whatever, idc*.</i> I did like Oro in the first book, but his personality became so one-dimensional in this book. Probably because he was barely there.<br/><br/>And as for attachment to relationships... it was so hard to START caring about any relationship development because it felt like everything was immediately just going to be horny. I was proved (slightly) wrong with Grisla, but yeah... eventually things get horny after not that much development. Grisla was better than most, but honestly... it was not amazing. I felt some attachment to it, but it was more of ""this is better than the rest of the book"" attachment. If anything, Grisla felt like a fast-paced slow burn, because every memory scene is SOLELY focused on their relationship. In any other situation, I'd like the relationship drama, but Oro is so underdeveloped there's hardly any room to care and Grim was just horny in the first book anyway, so I barely cared in the beginning. The relationship with grim felt better and more genuine at 80% but like… that was at 80%.<br/><br/>With all this focus on Grisla, it really feels like Aster just keeps forgetting which plot they want to tell. I get the setup of flashbacks and changing personality, but honestly, if you're going to do that, put some oomph into the actual plot! It's SO boring and generic! I literally don't care (because of reason explained above)!<br/><br/>Now, one of the good things I did like about Isla was the moderate corruption arc (?). It's unique! It's interesting! But honestly... since Isla was so childish it felt more like her being an idiot than her trying to gain strength or do what she thinks is right. Moreover, part of her ""corruption"" is like... just doing things Grim does... and the audience can clearly tell he's not that evil, especially with Grim and Isla like being horny af in the first book, then it's just kind of confusing. It's so hard to actually tell if it's supposed to be any kind of corruption arc because the messages I'm getting from her character development are so confusing. There's a point where she gets memories back and realizes she can turn pain into power, and it's clearly not a good things, so, okay, corruption. But then... she gets memories back where her past self is like ""pain isn't the way to power."" Sure, character growth is a thing, but that's just kind of inserting whatever you want without actual development in her character. It seems like she's meant to be doing bad things with her power and making bad choices, but then... she picks Grim, who's been revealed to not be that bad at all? It's all mixed signals and I'm honestly kind of confused.<br/><br/>Apparently, there's a sequel? I really didn't like this all that much, but with the ending of leaving with Grim, I'm kind of curious what's going to happen... but honestly, not by all that much. Maybe I'll read other people's reviews.<br/><br/>All in all, I didn't have much fun with this book. Here and there, I liked some moments, but this book is trying to be ACOTAR (which I liked and I felt had understandable character and relationship progress!) and it's just worse. Read ACOTAR instead if you want the same plot but better. 1.5 stars.",true,,1,0
40628704,How We Became Wicked,Alexander Yates,"Yates, Alexander",,"=""1481419846""","=""9781481419840""",0,4.24,Atheneum/Caitlyn Dlouhy Books,Hardcover,368,2019,2019,,2024/02/25,to-read,to-read (#738),to-read,,,,0,0
41014903,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,4.14,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,366,2017,2017,,2024/02/25,to-read,to-read (#737),to-read,,,,0,0
62802667,Wonder Drug: The Secret History of Thalidomide in America and Its Hidden Victims,Jennifer Vanderbes,"Vanderbes, Jennifer",,"=""0525512268""","=""9780525512264""",0,4.41,Random House,Hardcover,432,2023,2023,,2024/02/24,to-read,to-read (#736),to-read,,,,0,0
48635408,Men Who Hate Women,Laura Bates,"Bates, Laura",,"=""""","=""""",0,4.35,Simon & Schuster UK,Kindle Edition,366,2020,2020,,2024/02/23,to-read,to-read (#735),to-read,,,,0,0
112975288,The Lies of the Land: Seeing Rural America for What It Is―and Isn’t,Steven Conn,"Conn, Steven",,"=""0226826902""","=""9780226826905""",0,4.10,University of Chicago Press,Hardcover,320,2023,2023,,2024/02/23,to-read,to-read (#734),to-read,,,,0,0
58440125,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.63,Penguin Random House Audio Publishing Group,Audiobook,11,2014,2014,2024/02/17,2022/12/06,,,read,"A really, really good book. I think everyone should try to read this if they can. Expertly covers stories of people on death row, and really makes you think about the implications of state conducted and mandated executions. This covers the injustice and racism of the American criminal justice system and many innocent people on death row (or people who have been served unjustly harsh sentences) really, really well, regardless of one's opinions on whether or not people who've done bad things deserve death. Very glad Bryan Stevenson is doing the work he's doing, and definitely going to be watching the movie in the future. 4.75 stars.",,,1,0
17227566,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,"Wright, Lawrence",,"=""""","=""""",4,4.04,Knopf,Kindle Edition,450,2013,2013,2024/02/22,2022/12/06,,,read,"A solid book. Quite interesting for most of it, but often it felt like chapters were slightly disconnected to each other, making the overall thread throughout the ""story"" a little disjointed when trying to follow it. Still, I definitely learned a lot. I originally thought of Scientology just as a crazy cult, but I didn't realize just how pervasive, powerful, and abusive Scientology has been, nor what Scientology is actually about. I thought Tom Cruise was just a crazy, silly celebrity, but to see that he's been supporting an organization such as this... it's just shocking. A good book to read when one wants to know about the history of Scientology, Scientology's teachings, and the abuses many members have experienced. 4 stars.",,,1,0
56749663,The Plague Year: America in the Time of Covid,Lawrence Wright,"Wright, Lawrence",,"=""0593320727""","=""9780593320723""",0,4.12,Knopf,Hardcover,336,2021,2020,,2024/02/22,to-read,to-read (#733),to-read,,,,0,0
86856,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,"Bourdain, Anthony",,"=""0060012781""","=""9780060012786""",0,4.08,HarperCollins ECCO,Hardcover,277,2002,2001,,2024/02/22,to-read,to-read (#732),to-read,,,,0,0
44571964,The Only Plane in the Sky: An Oral History of 9/11,Garrett M. Graff,"Graff, Garrett M.",,"=""""","=""""",0,4.72,Avid Reader Press,Kindle Edition,513,2019,2019,,2024/02/21,to-read,to-read (#731),to-read,,,,0,0
355190,Orientalism,Edward W. Said,"Said, Edward W.",,"=""""","=""""",0,4.11,Vintage,Paperback,424,2003,1978,,2024/02/21,to-read,to-read (#730),to-read,,,,0,0
197450537,"Once There Were Heroes (A Time of Dragons, #1)",Philip C. Quaintrell,"Quaintrell, Philip C.",,"=""""","=""""",0,4.63,Quaintrell Publishings,Kindle Edition,829,2023,2023,,2024/02/19,to-read,to-read (#729),to-read,,,,0,0
195017650,Lunaria,Kara  Douglas,"Douglas, Kara",,"=""""","=""""",0,4.28,,Kindle Edition,400,2023,,,2024/02/19,to-read,to-read (#728),to-read,,,,0,0
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"Gourevitch, Philip",,"=""0312243359""","=""9780312243357""",0,4.21,Picador,Paperback,356,1998,1998,,2024/02/18,to-read,to-read (#727),to-read,,,,0,0
17235026,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.95,Orbit ,Paperback,461,2014,2014,,2024/02/18,to-read,to-read (#726),to-read,,,,0,0
129162465,Red,Annie Cardi,"Cardi, Annie",,"=""1454951303""","=""9781454951308""",0,4.41,Union Square & Co.,Hardcover,256,2024,2024,,2024/02/18,to-read,to-read (#725),to-read,,,,0,0
54769641,King Leopold's Ghost,Adam Hochschild,"Hochschild, Adam",,"=""""","=""""",0,4.17,Mariner Books,Kindle Edition,402,1999,1998,,2024/02/17,to-read,to-read (#724),to-read,,,,0,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",5,4.41,Knopf,Hardcover,339,2018,2018,2023/11/24,2022/11/29,,,read,"Wow, reading this book was like reading a Brandon Sanderson Sanderlanche! In other words, this felt like reading a murder mystery. Chapter after chapter, threads were being woven together to create one exhilarating, explosive finale! Well, maybe not <i>explosive</i>, but definitely something that had my heart beating fast, waiting to see how everything was going to turn out (even though I generally knew already what happened at the end!). I was originally going to give this 4 stars for a solid read, but man that ending was giving me palpitations! Reading about all the crazy things Holmes did (stalking former employees?? threatening financial ruin via lawsuits??) was intense and kind of frightening, but I'm glad that her fraud was eventually revealed. Seeing so many people fall in line behind her was also worrisome, especially considering everything these days with Sam Bankman-Fried... yikes! Regardless, great book – and surprisingly felt a bit short? But it seems it told all the story it needed to tell. Glad to see Holmes got consequences for her actions. 4.5 stars.",,,1,0
40726412,The Road to Jonestown: Jim Jones and Peoples Temple,Jeff Guinn,"Guinn, Jeff",,"=""""","=""""",0,4.16,Simon & Schuster,Kindle Edition,454,2017,2017,,2024/02/16,to-read,to-read (#723),to-read,,,,0,0
203805180,A Cursed Son,Day Leitao,"Leitao, Day",,"=""1990790143""","=""9781990790140""",0,4.13,Sparkly Wave,Paperback,420,2024,2024,,2024/02/14,to-read,to-read (#722),to-read,,,,0,0
127284214,The Tusks of Extinction,Ray Nayler,"Nayler, Ray",,"=""1250855535""","=""9781250855534""",0,3.87,Tordotcom,ebook,192,2024,2024,,2024/02/13,to-read,to-read (#721),to-read,,,,0,0
199570959,The Night Market,Jesikah Sundin,"Sundin, Jesikah",,"=""""","=""""",0,4.07,Forest Tales Publishing,Kindle Edition,547,2024,,,2024/02/13,to-read,to-read (#720),to-read,,,,0,0
199178670,A Touch of Gold and Madness,K.L. DeVore,"DeVore, K.L.",,"=""""","=""9798223058991""",0,3.95,,ebook,624,2023,,,2024/02/13,to-read,to-read (#719),to-read,,,,0,0
205582388,The Surrogate,Penelope Ward,"Ward, Penelope",,"=""1959827537""","=""9781959827535""",0,4.24,Penelope Ward,Paperback,378,2024,2024,,2024/02/13,to-read,to-read (#718),to-read,,,,0,0
195790597,When Among Crows,Veronica Roth,"Roth, Veronica",,"=""1250855489""","=""9781250855480""",0,3.83,Tor Books,Hardcover,166,2024,2024,,2024/02/13,to-read,to-read (#717),to-read,,,,0,0
60099656,Silver in the Mist,Emily   Victoria,"Victoria, Emily",,"=""1335406700""","=""9781335406705""",0,3.74,Inkyard Press,Hardcover,368,2022,2022,,2024/02/13,to-read,to-read (#716),to-read,,,,0,0
50147675,"The Obsidian Tower (Rooks and Ruin, #1)",Melissa Caruso,"Caruso, Melissa",,"=""035651319X""","=""9780356513195""",0,3.84,Orbit,Paperback,528,2020,2020,,2024/02/13,to-read,to-read (#715),to-read,,,,0,0
179905129,Fallen Thorns,Harvey Oliver Baxter,"Baxter, Harvey Oliver",,"=""1739520815""","=""9781739520816""",0,4.10,Harvey Oliver Baxter,Paperback,400,2024,2024,,2024/02/13,to-read,to-read (#714),to-read,,,,0,0
61219118,"So Let Them Burn (Divine Traitors, #1)",Kamilah Cole,"Cole, Kamilah",,"=""""","=""""",0,3.96,"Little, Brown Young Readers",Hardcover,400,2024,2024,,2024/02/13,interested,interested (#16),interested,,,,0,0
51348788,Global University Entrance Examination 全球高考,Mu Su Li,"Li, Mu Su",木苏里,"=""""","=""""",0,4.54,晋江文学城,Web Novel,1768,2018,2020,,2024/02/12,to-read,to-read (#713),to-read,,,,0,0
40024121,"The Gilded Ones (The Gilded Ones, #1)",Namina Forna,"Forna, Namina",,"=""1984848704""","=""""",0,4.00,Delacorte,Kindle Edition,432,2021,2021,,2024/02/11,to-read,to-read (#712),to-read,,,,0,0
50656627,"Along the Razor's Edge (The War Eternal, #1)",Rob J. Hayes,"Hayes, Rob J.",,"=""""","=""""",0,3.83,,Kindle Edition,346,2020,2020,,2024/02/10,to-read,to-read (#711),to-read,,,,0,0
60581087,The Passenger (The Passenger #1),Cormac McCarthy,"McCarthy, Cormac",,"=""0593535227""","=""""",0,3.58,Knopf,Kindle Edition,385,2022,2022,,2023/01/30,to-read,to-read (#120),to-read,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",0,3.94,Seal Books,Paperback,460,2006,2001,,2024/02/09,to-read,to-read (#710),to-read,,,,0,0
43851082,"Steelstriker (Skyhunter, #2)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,3.94,Roaring Brook Press,Kindle Edition,384,2021,2021,,2024/02/06,"to-read, up-next","to-read (#709), up-next (#2)",to-read,,,,0,0
62590019,"Bitten by Death (Vegas Immortals: Death and the Last Vampire, #1)",Holly Roberds,"Roberds, Holly",,"=""""","=""""",0,4.05,,Kindle Edition,322,2022,,,2024/02/06,to-read,to-read (#707),to-read,,,,0,0
60784307,Nothing but the Rain,Naomi Salman,"Salman, Naomi",,"=""1250849802""","=""9781250849809""",0,3.90,Tor.com,Paperback,96,2023,2023,,2024/02/04,"to-read, up-next","to-read (#706), up-next (#4)",to-read,,,,0,0
203362689,"The Aspect of Essence (The Aelfyn Archives, #1)",Samantha Amstutz,"Amstutz, Samantha",,"=""""","=""""",0,4.13,,Kindle Edition,491,2023,,,2024/01/31,to-read,to-read (#704),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.12,Crown Publishing Group,Hardcover,370,2010,2010,,2024/01/30,to-read,to-read (#703),to-read,,,,0,0
85201170,A Serenade to the Elf Queen,Niro J. Hayle,"Hayle, Niro J.",,"=""""","=""""",0,4.10,,Kindle Edition,370,2023,2023,,2024/01/29,to-read,to-read (#702),to-read,,,,0,0
61423989,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,"Egan, Timothy",,"=""0735225265""","=""9780735225268""",0,4.39,Viking,Hardcover,432,2023,2023,,2024/01/29,to-read,to-read (#701),to-read,,,,0,0
53240817,"Amari and the Night Brothers (Supernatural Investigations, #1)",B.B. Alston,"Alston, B.B.",,"=""""","=""""",0,4.38,Balzer + Bray,Hardcover,416,2021,2021,,2024/01/26,dnf,dnf (#32),dnf,"DNF sometime at the beginning. Nothing was wrong with the plot or the characters, they actually seemed really interesting. But what was really annoying me was the writing – it was written in such a way I felt like it was so childish and it was treating its readers as if they were eight years old and needed to hold their hands while reading it. I get that this is a middle grade book, but I've read middle grade books that certainly don't do that (e.g. Nevermoor). It was just really getting on my nerves and I didn't want to keep reading with the reading style. I might see if I can try this again.",,,0,0
201647618,City in the Dragon's Eye (Dragon Reich Book 1),Jordan Loyal Short,"Short, Jordan Loyal",,"=""""","=""""",0,4.27,,Kindle Edition,290,2024,,,2024/01/26,to-read,to-read (#700),to-read,,,,0,0
62617415,Blood of a Novice (The Eternal Ephemera #1),Davis Ashura,"Ashura, Davis",,"=""""","=""""",0,4.19,,Kindle Edition,774,2022,2022,,2024/01/25,to-read,to-read (#699),to-read,,,,0,0
56419425,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",,"=""""","=""9781782275589""",0,3.80,Pushkin Press,ebook,224,2020,2017,,2024/01/25,to-read,to-read (#698),to-read,,,,0,0
60215300,Indigenous Continent: The Epic Contest for North America,Pekka Hämäläinen,"Hämäläinen, Pekka",,"=""1631496999""","=""9781631496998""",0,4.03,Liveright,Hardcover,592,2022,2022,,2024/01/25,to-read,to-read (#697),to-read,,,,0,0
196864520,"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,"Weaver, Brynne",,"=""""","=""9798857497074""",0,4.13,Independently Published,Paperback,360,2023,2023,,2024/01/25,to-read,to-read (#696),to-read,,,,0,0
30142139,"Nemesis (Project Nemesis, #1)",Brendan Reichs,"Reichs, Brendan",,"=""0399544933""","=""9780399544934""",0,3.71,G.P. Putnam's Sons Books for Young Readers,Hardcover,443,2017,2017,,2024/01/23,to-read,to-read (#695),to-read,,,,0,0
52317731,The Picture of Dorian Gray with Selected Stories,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",4,4.13,International Collectors Library,Hardcover,300,1970,1890,2024/01/22,2024/01/17,,,read,"Disclaimer: I only read The Picture of Dorian Gray. I feel like I might not have fully taken in the themes and all the intricate meanings of the character interactions (especially with how convoluted they often felt), but I still very much enjoyed the story and the themes I could catch. 4.25 stars.",,,1,0
69709682,"The Lost War (Eidyn, #1)",Justin Lee Anderson,"Anderson, Justin Lee",,"=""0316454176""","=""9780316454179""",0,4.23,Orbit,Kindle Edition,529,2022,2019,,2024/01/21,to-read,to-read (#694),to-read,,,,0,0
202720867,"The Blackened Blade (Untitled, #1)",Isla Davon,"Davon, Isla",,"=""""","=""""",0,4.61,,Kindle Edition,422,2023,,,2024/01/21,to-read,to-read (#693),to-read,,,,0,0
197002537,"The Ice (The Bound and the Broken, #3.5)",Ryan  Cahill,"Cahill, Ryan",,"=""""","=""""",3,4.56,Amazon Digital Services,Kindle Edition,206,2023,2023,2024/01/20,2023/10/26,,,read,"This book was sadly kind of disappointing. It was just… hard to <i>care</i>. Characters kept telling stories about themselves and then dying as if they should’ve had an impact, but when they’re introduced literally 10 minutes ago in a novella, I just don’t care about them. I don’t feel any emotional stakes because I know the characters I like/know already are going to live because this is a prequel, and anyone that dies is someone that’s been just introduced. What is the purpose of writing this when we already know the outcome? We get more insight into Aeson, but that could’ve easily been done in the main series and without this novella in which half is wasted. For most of this, it’s supposed to be some great and dangerous journey, but when you’re just killing off characters that we’re only told we’re supposed to care about (through dialogue like “she was only 20…” when the character being mentioned had two lines of dialogue and one appearance), I just don’t feel anything. It’s fun being in this world, but it just doesn’t have urgency or stakes. <br/><br/>The book only started getting genuinely interesting at literally 67% of the way in. We were finally getting scenes with characters I cared about, interesting lore, and unexpected information. Honestly, it’s kind of a deus ex machina situation, but at least it’s a surprise and it’s far more interesting than simply getting an egg and leaving. After 67%, nearly everything was pretty exciting to read because it had characters that were actually developed throughout the entire book and/or were ones I actually cared about. <br/><br/>I was going to give this 2.5 stars, but since the latter section of the book pretty much made up for every single other uninteresting part, this gets 3.25 stars.",,,1,0
97320218,How to Read a Tree: Clues and Patterns from Bark to Leaves,Tristan Gooley,"Gooley, Tristan",,"=""152933960X""","=""9781529339604""",0,4.18,Hodder & Stoughton,Hardcover,312,2023,2023,,2024/01/20,to-read,to-read (#692),to-read,,,,0,0
13747794,The Uncensored Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Nicholas Frankel,"=""0674066316""","=""9780674066311""",0,4.28,Belknap Press: An Imprint of Harvard University Press,Paperback,260,2012,1890,,2024/01/20,to-read,to-read (#691),to-read,,,,0,0
61030541,Saevus Corax Deals with the Dead (Corax Trilogy #1),K.J. Parker,"Parker, K.J.",,"=""0316668907""","=""9780316668903""",0,3.99,Orbit US,Paperback,400,2023,2023,,2024/01/19,to-read,to-read (#690),to-read,,,,0,0
56351235,"Forge of Destiny, Volume 1 (Destiny Cycle, #1)",Yrsillar .,"., Yrsillar",,"=""""","=""""",0,4.15,,Kindle Edition,490,2020,2020,,2024/01/18,to-read,to-read (#689),to-read,,,,0,0
181852258,House of Boreal (The Haidren Legacy #3),K.L. Kolarich,"Kolarich, K.L.",,"=""""","=""""",5,4.61,,Kindle Edition,676,2023,,2024/01/17,2023/05/05,favorites,favorites (#58),read,"Aaaaand K. L. Kolarich strikes again! Seriously, such a good series and such a good book! The world building is extremely interesting as always, and I love how we’re in a different location per book so we can explore the individual cultures and worlds. The characters were very fleshed out, as always, and I loved the realistic human conflict that happened throughout the book. While sometimes the plot felt like it was dragging a little bit, literally everything else made up for it. Compared to the previous two books, this was definitely more character focused, but it was extremely well done in a way that didn’t make me bored at all.<br/><br/>I am going to be honest, some of the book did feel a little Christian-y 'preachy' because ""oooo~ all the gods aren't proven to be real, but the religion where there is <i>one</i> god is the one that <spoiler>reveals itself to be truuuue! Look at the clearly evident religion with one god and a resurrected Jesus figure!</spoiler>"" It felt kind of blatant and annoyingly obvious... but maybe that's just me. I liked the portrayal of faith vs. zealotry and the struggle to pick between faith and what you want, but... I don't know, it felt a bit preachy. But regardless of the intent, I was able to ignore it for the good writing.<br/><br/> 4.75 stars.",,,1,0
101024441,"Basics with Babish: A Guide to Making a Mess, Making Mistakes, and Making Great Food",Andrew Rea,"Rea, Andrew",,"=""1982167548""","=""9781982167547""",0,4.43,S/Simon Element,ebook,512,2023,,,2023/12/26,"books-to-physically-buy, cookbooks","books-to-physically-buy (#2), cookbooks (#3)",cookbooks,,,,0,0
62015366,The Sad Bastard Cookbook: Food You Can Make So You Don't Die,Zilla Novikov,"Novikov, Zilla","Rachel A. Rosen, Marten Norr","=""1803521201""","=""9781803521206""",0,4.54,Independent Publishing Network,Paperback,144,2022,2022,,2023/10/17,cookbooks,cookbooks (#2),cookbooks,,,,1,0
34448042,The Sioux Chef's Indigenous Kitchen,Sean  Sherman,"Sherman, Sean",Beth Dooley,"=""0816699798""","=""9780816699797""",0,4.49,Univ Of Minnesota Press,Hardcover,256,2017,2017,,2023/07/05,"books-to-physically-buy, cookbooks","books-to-physically-buy (#1), cookbooks (#1)",cookbooks,,,,0,0
63247352,The Coven of Ruin (Coven of Ruin #1),T.K. Tucker,"Tucker, T.K.",,"=""""","=""""",0,4.07,,Kindle Edition,446,2022,,,2024/01/17,to-read,to-read (#688),to-read,,,,0,0
202507554,"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,4.22,,Kindle Edition,718,2024,2024,,2024/01/17,to-read,to-read (#687),to-read,,,,0,0
61157639,The Mysterious Case of the Alperton Angels,Janice Hallett,"Hallett, Janice",,"=""1800810407""","=""9781800810402""",0,3.99,Viper,Hardcover,416,2023,2023,,2024/01/16,to-read,to-read (#686),to-read,,,,0,0
76758,"Eight Million Ways to Die (Matthew Scudder, #5)",Lawrence Block,"Block, Lawrence",,"=""0380715732""","=""9780380715732""",0,4.15,Avon,Paperback,352,2002,1982,,2024/01/16,to-read,to-read (#685),to-read,,,,0,0
11115434,"Insignia (Insignia, #1)",S.J. Kincaid,"Kincaid, S.J.",,"=""0062092995""","=""9780062092991""",0,4.15,Katherine Tegen Books,Hardcover,446,2012,2012,,2024/01/15,to-read,to-read (#684),to-read,,,,0,0
201153733,Grave Mistakes: A Necromantic Adventure,Jamie M. Samland,"Samland, Jamie M.",,"=""""","=""9798989345601""",0,4.26,Dyingstar Press LLC,Paperback,278,2023,2023,,2024/01/15,to-read,to-read (#682),to-read,,,,0,0
202338384,Unintended Cultivator: Volume One,Eric Dontigney,"Dontigney, Eric",,"=""""","=""""",0,4.60,Shadow Alley Press,Kindle Edition,462,2023,2023,,2024/01/15,to-read,to-read (#681),to-read,,,,0,0
157560224,"The Dragons of Deepwood Fen (The Book of the Holt, #1)",Bradley P. Beaulieu,"Beaulieu, Bradley P.",,"=""0756418127""","=""9780756418120""",0,3.67,DAW,Hardcover,496,2023,2023,,2024/01/15,to-read,to-read (#680),to-read,,,,0,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.17,Viking Canada,Hardcover,480,2008,2005,,2024/01/15,to-read,to-read (#679),to-read,,,,0,0
